cust_id,°¡°ø½ÄÇ°,°¡°ø½ÄÇ°2,³²¼ºÆÐ¼Ç,³²¼ºÆÐ¼Ç2,¸®ºù,¸®ºù2,¸®ºùÄÁÅÙÃ÷,¸®ºùÄÁÅÙÃ÷2,½ºÆ÷Ã÷ÆÀ,½ºÆ÷Ã÷ÆÀ2,½Å¼±½ÄÇ°,½Å¼±½ÄÇ°2,¾Æµ¿/Å×³ÍÆ®,¾Æµ¿/Å×³ÍÆ®2,¿©¼ºÆÐ¼Ç,¿©¼ºÆÐ¼Ç2,¿µÆÐ¼Ç,¿µÆÐ¼Ç2,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ2,ÇØ¿Ü¸íÇ°ÆÀ,ÇØ¿Ü¸íÇ°ÆÀ2,"ÇØ¿ÜºäÆ¼,ACCÆÀ","ÇØ¿ÜºäÆ¼,ACCÆÀ2",F&B,F&B2,¸ÅÃâÇÕ°è
731332211,28,"2,650",2,465,25,"18,529",,,"1,047","402,720",28,"4,114",32,"3,608",,,44,"2,643",,,5,"7,465",18,"3,633",52,"2,867","448,694"
731382913,24,"9,175",1,"3,834",10,"8,213",,,39,"28,212",20,"4,149",1,250,18,"9,657",,,5,"2,810",64,"203,466",7,"1,109",11,692,"271,566"
731382939,5,405,1,605,8,"6,896",,,11,"6,234",2,107,7,"2,811",7,"10,847",1,98,,,35,"198,129",8,"4,059",22,950,"231,141"
731431279,27,"4,352",9,"5,765",32,"22,694",3,569,14,"7,112",7,652,2,291,22,"11,322",6,"1,777",2,"3,780",95,"485,892",21,"9,847",65,"1,438","555,491"
731432743,3,68,15,"5,082",,,,,3,"2,890",,,,,,,3,225,8,"120,604",9,"9,099",2,420,13,433,"138,820"
731446249,8,372,10,"5,576",17,"9,205",2,163,50,"14,253",15,587,29,"37,526",53,"16,572",40,"12,057",8,"21,075",4,"2,198",22,"4,816",115,"3,657","128,055"
731472093,2,166,4,761,1,99,,,,,3,191,3,119,6,"2,753",2,648,2,"1,263",78,"145,367",28,"5,108",20,470,"156,944"
731496811,87,"3,972",2,452,35,"81,363",6,"26,655",8,"1,216",18,762,79,"7,632",36,"35,651",2,160,,,26,"10,738",14,"1,430",66,"1,186","171,217"
731502731,39,"6,673",5,"3,067",19,"4,683",,,,,45,"9,307",10,"6,399",9,"8,538",,,4,"9,150",43,"115,457",41,"27,208",94,"3,003","193,483"
731513076,63,"7,078",4,"2,520",60,"81,187",16,"9,412",11,"5,839",37,"4,980",43,"4,666",9,"6,307",5,703,9,"16,991",103,"188,815",27,"5,506",134,"4,176","338,180"
731551655,27,"3,646",12,"12,259",41,"36,355",2,"1,157",37,"23,274",15,"1,720",3,976,17,"13,249",5,812,9,"24,496",36,"43,963",16,"2,831",60,"1,107","165,845"
731628538,17,"1,593",,,13,"1,830",10,449,3,242,20,"1,095",1,169,73,"85,425",5,310,17,"9,004",23,"40,348",30,"2,855",64,"1,016","144,335"
731695216,9,"2,265",,,10,"7,556",3,326,4,0,17,"1,365",,,1,"2,250",3,"1,850",1,"5,100",26,"128,967",14,"2,469",40,"1,267","153,415"
731720579,61,"9,359",,,16,"9,135",1,312,,,30,"7,330",40,"13,121",36,"39,298",,,5,"90,990",31,"214,379",9,"5,411",86,"4,497","393,832"
731742161,38,"2,177",6,"1,341",11,661,,,3,"1,070",3,225,1,39,1,135,,,3,"2,159",33,"127,742",11,"2,174",62,909,"138,632"
731772131,22,924,,,13,"6,587",6,602,4,393,26,588,47,"3,371",6,"1,338",12,962,,,65,"111,049",22,"2,066",206,"4,403","132,282"
731846833,19,"2,768",,,10,"1,450",,,1,129,13,730,,,3,"1,547",4,82,2,256,67,"113,316",15,"1,996",73,"1,810","124,083"
731847121,3,83,10,"2,914",13,"9,180",,,50,"26,582",1,13,8,"2,641",32,"35,203",25,"8,299",1,"33,600",8,"9,316",6,"1,365",65,"1,526","130,722"
731890833,22,"2,270",4,"2,824",8,"31,883",,,6,"1,537",20,719,25,"5,473",5,845,3,883,8,"77,590",13,"32,804",14,"5,109",48,"1,161","163,098"
731930499,47,"11,278",,,14,"11,882",1,88,16,"7,300",17,"1,810",40,"5,205",,,,,2,0,35,"26,635",29,"7,953",68,"2,702","74,853"
731931948,2,42,3,584,1,82,,,66,"48,988",2,37,,,39,"18,516",4,"2,395",3,"43,220",5,"17,565",50,"6,178",8,225,"137,833"
731972208,31,"3,608",,,10,"8,959",,,28,"13,310",21,"2,386",5,"3,933",5,"1,775",2,"3,642",8,"67,406",80,"98,268",33,"12,265",57,"2,558","218,109"
731980888,2,358,4,"3,518",4,655,,,106,"69,746",4,113,,,20,"10,147",24,"3,875",7,"287,976",74,"165,126",46,"10,522",49,"2,405","554,439"
731983459,22,741,9,"2,079",6,521,3,187,16,"4,824",7,"1,193",12,"1,818",29,"13,591",13,"1,221",10,"36,631",70,"58,607",26,"8,076",64,"3,362","132,850"
731997424,100,"54,723",2,"2,955",6,"1,707",,,11,"8,558",62,"42,628",,,,,,,,,14,"90,220",19,"15,620",235,"16,003","232,415"
732011122,99,"14,746",,,17,913,,,7,"4,394",55,"7,022",35,"10,225",1,429,2,827,6,"159,767",15,"20,710",3,"1,741",20,"1,049","221,822"
732030248,6,101,1,779,,,,,5,"3,142",13,343,16,"1,265",1,61,1,439,2,"8,730",45,"219,711",2,190,12,464,"235,226"
732039734,1,11,2,"1,550",2,"2,745",,,,,3,196,16,"3,247",15,"40,084",1,22,5,"56,817",6,"30,450",3,"2,484",14,410,"138,016"
732040923,58,"11,637",7,"4,368",14,"2,422",1,180,34,"7,477",22,"1,772",1,15,19,"4,933",25,"2,953",21,"98,083",15,"6,746",34,"6,898",115,"2,622","150,106"
732062977,1,5,,,,,,,,,,,1,79,52,"18,698",,,9,580,94,"245,091",5,345,11,376,"265,173"
732072747,55,"4,312",3,"2,356",17,"14,562",8,"1,716",1,284,46,"3,981",4,740,7,"5,254",1,152,2,"4,416",24,"124,386",32,"30,084",112,"4,176","196,420"
732094747,1,6,3,"3,313",1,"1,740",,,2,"1,506",3,245,,,7,"9,354",,,,,43,"100,007",23,"13,730",13,200,"130,101"
732126183,14,940,,,6,"10,848",,,25,"15,934",10,"1,290",46,"11,788",8,"3,044",,,7,"11,820",45,"122,801",14,"3,548",66,"1,324","183,338"
732133198,53,"5,227",27,"14,735",39,"9,754",5,417,35,"27,261",47,"6,333",29,"2,765",29,"14,042",9,916,13,"4,216",9,"5,783",46,"27,115",151,"9,030","127,592"
732163558,131,"12,290",7,"5,409",42,"13,896",2,69,1,80,43,"2,251",8,361,49,"11,831",30,"7,586",2,411,63,"134,756",33,"4,273",138,"2,765","196,012"
732163924,34,"1,470",7,982,11,338,1,59,56,"149,490",76,"4,839",135,"8,907",19,"1,764",32,"2,272",,,12,"13,590",27,"2,334",51,642,"186,684"
732182896,36,"7,615",2,"2,520",4,"3,861",,,6,"3,517",21,"5,644",,,24,"9,902",1,7,13,"390,834",49,"122,942",51,"15,684",48,"1,750","564,276"
732189647,7,387,1,57,1,58,,,2,602,3,69,4,"1,136",,,2,620,5,"108,450",4,"12,155",10,"1,309",30,682,"125,525"
732244047,26,"3,199",20,"15,605",48,"179,935",4,"3,324",29,"26,125",11,602,5,882,27,"24,293",6,"1,235",4,"1,761",13,"26,870",57,"20,720",126,"5,998","310,549"
732247878,8,249,8,"2,315",94,"130,101",,,7,752,3,81,,,3,834,1,61,1,"1,260",1,680,5,"1,626",14,154,"138,113"
732264126,4,"1,474",4,"1,434",1,364,,,22,"25,570",6,965,,,1,751,,,4,"50,857",34,"112,337",8,"1,297",9,299,"195,349"
732269759,,,2,960,3,"5,390",,,,,,,,,,,,,,,58,"147,138",4,"2,097",3,145,"155,730"
732276512,3,88,5,"1,547",16,"27,720",,,175,"41,216",5,329,,,8,"2,330",28,"6,263",1,20,20,"66,530",28,"9,422",27,672,"156,138"
732306445,8,262,2,41,,,,,1,382,13,679,8,"1,608",1,105,,,,,46,"307,494",4,295,12,308,"311,173"
732306461,2,531,,,,,,,,,,,13,964,3,"1,167",1,198,5,"144,226",2,0,1,37,26,413,"147,536"
732307296,13,849,,,2,92,,,1,45,13,"1,270",3,"1,600",2,264,1,73,,,15,"175,525",18,"17,691",52,"1,031","198,440"
732319366,64,"5,417",9,"2,954",18,"2,746",2,"2,198",24,"4,119",21,"1,507",3,85,6,"1,429",8,238,10,"94,037",30,"28,422",26,"2,714",107,"4,051","149,916"
732340741,15,"1,583",15,"10,316",1,"1,852",1,66,20,"6,982",12,"2,874",7,488,53,"50,866",9,"2,768",4,"12,540",26,"53,162",40,"7,889",43,949,"152,336"
732355407,85,"5,321",16,"11,908",11,"1,674",2,"1,790",23,"5,910",32,"2,448",6,581,132,"65,641",3,303,7,"53,852",4,"9,987",21,"4,840",33,676,"164,930"
732362004,46,"1,902",7,"5,630",8,"1,730",2,280,5,934,11,427,22,"2,036",2,715,,,,,43,"157,361",6,"1,419",95,"2,408","174,841"
732398641,,,,,5,"8,063",,,,,4,725,1,46,2,"5,743",,,1,"2,500",30,"102,577",6,"5,760",9,287,"125,700"
732440825,,,8,"3,302",2,279,,,11,"31,138",3,86,3,"1,708",32,"50,632",2,193,1,900,17,"50,561",6,"1,113",4,213,"140,125"
732485782,28,513,,,,,,,,,4,136,11,"1,710",45,"33,097",3,11,8,"43,603",117,"188,945",2,452,96,"1,773","270,240"
732487543,5,98,1,12,3,193,,,8,"1,660",3,87,6,"1,453",14,"5,341",10,633,6,"83,726",65,"206,562",25,"3,441",57,"1,791","304,996"
732494181,75,"4,860",,,15,596,,,,,23,"1,899",1,228,26,"17,760",4,"1,980",2,450,61,"98,545",14,"1,180",238,"5,726","133,224"
732515568,1,38,2,"3,350",4,651,2,195,7,"2,148",1,9,12,"15,859",60,"67,611",1,10,6,"40,119",24,"33,471",6,"2,684",44,"1,388","167,532"
732518979,12,"1,310",7,"4,177",34,"76,246",1,167,63,"24,361",23,"2,066",15,"3,106",1,544,9,"3,467",,,11,"7,135",6,"1,856",34,970,"125,405"
732520075,71,"6,342",3,"1,471",43,"15,142",,,2,0,66,"7,438",1,113,60,"29,241",3,628,,,64,"111,686",20,"6,090",108,"2,816","180,968"
732554211,21,"6,020",27,"36,892",29,"63,652",1,966,34,"17,296",3,667,7,"1,909",28,"53,821",7,"4,090",,,15,"20,890",25,"19,187",72,"4,224","229,613"
732571261,35,"3,216",1,19,10,"3,840",3,272,4,"1,311",12,"1,145",47,"5,231",2,"1,250",2,100,6,"61,950",32,"48,126",13,"2,821",94,"2,147","131,427"
732600265,13,"6,541",,,3,"3,578",,,2,896,24,"2,172",6,"2,188",,,,,,,32,"133,570",6,"3,113",26,403,"152,461"
732600488,10,343,3,"2,880",4,"1,380",,,8,"3,231",1,87,49,"8,514",14,"7,637",3,"3,546",18,"208,445",31,"63,022",12,"9,071",75,"4,373","312,528"
732610311,11,161,5,"1,205",19,"37,043",,,6,138,4,76,,,24,"84,038",,,5,750,18,"5,190",8,"1,029",13,520,"130,150"
732628416,11,761,4,"1,353",1,10,1,106,4,"1,487",,,12,"2,060",25,"16,133",2,"1,580",,,109,"126,273",1,94,25,810,"150,666"
732642814,61,"12,627",,,48,"19,461",1,76,25,"5,558",56,"7,638",18,"6,075",19,"6,598",,,,,63,"40,964",24,"5,818",33,"1,269","106,083"
732680111,7,"1,834",2,"2,194",,,,,6,"1,461",13,"8,341",18,"7,784",3,"6,062",,,,,28,"120,313",5,968,24,661,"149,616"
732681915,10,379,,,41,"406,229",3,422,2,758,7,245,157,"204,246",,,3,246,5,"180,600",6,"4,210",12,"1,356",95,"4,229","802,919"
732699161,17,"3,891",8,"4,086",9,"1,341",,,28,"10,515",32,"2,044",5,"9,292",21,"12,289",21,"4,390",18,"28,346",67,"114,318",60,"12,797",184,"4,668","207,976"
732702091,23,"3,029",5,"1,746",14,"10,015",,,5,"1,595",21,"3,844",28,"2,848",23,"160,418",8,"1,066",,,24,"36,941",49,"22,262",21,860,"244,624"
732703146,142,"10,467",6,935,26,"64,286",1,83,1,"1,654",39,"1,950",23,"4,908",15,"9,357",3,97,2,"39,900",110,"358,574",35,"11,895",164,"5,294","509,400"
732704636,187,"12,710",17,"20,760",59,"20,698",8,841,1,134,84,"4,157",8,971,12,"1,328",7,780,7,296,89,"69,556",35,"6,921",251,"4,466","143,618"
732710778,2,258,,,,,,,179,"160,503",1,23,4,488,,,2,5,,,,,1,18,19,692,"161,987"
732782236,15,"1,334",1,7,10,"1,195",,,2,386,16,"1,696",15,"1,369",,,2,121,3,"73,980",32,"131,663",22,"6,385",61,"2,766","220,902"
732805336,46,"1,762",11,"7,908",18,"4,239",,,21,"6,423",18,775,6,"4,205",14,"21,598",21,"2,085",2,"14,500",25,"128,745",9,"1,529",133,"5,220","198,988"
732827455,57,"52,304",6,722,7,"5,484",1,114,30,983,21,488,1,85,50,"5,798",16,"1,335",4,"47,775",33,"13,767",18,"1,267",196,"3,911","134,034"
732885631,28,"6,560",2,"1,053",41,"63,169",6,943,7,"4,196",38,"4,714",6,"1,011",15,"8,883",4,"1,111",3,"9,721",55,"85,721",39,"6,371",82,"5,628","199,080"
732896734,2,0,,,3,152,,,2,721,1,4,2,273,1,109,,,,,,,8,"223,245",7,88,"224,593"
732908414,16,833,9,"2,181",26,"27,421",,,17,"8,300",13,"1,376",9,"6,741",19,"7,294",1,11,4,"24,955",25,"34,465",40,"11,369",27,"1,289","126,236"
732942451,5,622,,,3,"3,623",,,6,"4,259",8,411,8,"9,047",8,"9,447",,,17,"136,270",39,"194,835",11,908,25,493,"359,915"
732974217,80,"28,470",15,"13,810",41,"44,401",,,4,"1,512",32,"2,983",96,"56,576",41,"93,153",4,"2,330",20,"50,396",8,"7,663",68,"48,913",226,"5,498","355,706"
732980387,7,263,4,976,5,"1,264",,,,,3,242,,,1,"1,170",,,1,"63,251",6,"55,560",19,"8,804",11,254,"131,783"
732991411,63,"10,306",4,"1,165",7,"4,609",,,15,"13,760",36,"5,464",21,"8,583",10,"9,418",,,3,"10,000",46,"52,349",22,"9,468",94,"1,685","126,807"
733026507,21,"10,110",,,3,185,2,464,,,21,"6,314",29,"21,290",10,"12,643",3,55,1,135,33,"86,520",17,"6,531",71,"1,518","145,765"
733040918,13,291,1,740,10,"21,925",,,1,108,5,333,,,,,,,,,7,"76,125",15,"21,119",43,"1,445","122,086"
733061679,3,89,2,358,3,801,,,3,299,1,38,8,"2,459",5,"5,000",,,,,28,"184,923",44,"130,097",20,499,"324,562"
733061744,60,"9,457",,,35,"42,908",,,15,"11,207",27,"5,441",13,335,,,39,"38,400",17,"64,344",63,"556,105",19,"19,305",162,"7,490","754,992"
733076981,4,"6,444",6,"4,320",4,"50,578",,,2,"2,628",,,,,1,599,1,145,6,"66,050",35,"60,483",7,"2,784",7,453,"194,484"
733081156,1,20,,,4,"6,096",,,1,925,,,16,"21,172",10,"5,462",1,466,1,707,48,"185,258",8,"6,564",3,105,"226,774"
733095043,38,"5,000",11,"13,986",21,"41,143",5,"2,825",14,"3,615",16,"1,616",,,71,"37,894",15,"2,150",3,"1,472",28,"30,497",21,"6,976",95,"3,249","150,421"
733104832,38,"4,879",10,"2,817",3,219,,,18,"3,824",54,"5,457",90,"22,559",2,140,2,76,15,"48,300",40,"74,257",8,"3,696",80,"1,919","168,142"
733128531,28,"14,287",3,"1,399",21,"20,705",,,9,"2,513",4,96,,,11,"18,929",14,"1,760",60,"199,358",124,"227,287",35,"10,602",38,"1,611","498,547"
733176476,50,"2,797",6,"5,515",8,"6,153",2,303,54,"47,517",14,401,48,"3,179",92,"61,250",22,"3,399",9,"1,089",20,"20,772",33,"11,038",71,"1,236","164,648"
733201402,82,"11,257",15,"1,712",21,"1,698",9,516,21,"2,498",33,"2,120",94,"10,444",96,"40,218",29,"1,572",17,"3,539",96,"72,145",92,"19,182",222,"4,996","171,897"
733247113,3,126,33,"15,155",7,"6,672",,,1,99,17,"3,088",,,19,"6,571",2,605,2,"13,927",56,"103,146",11,"1,356",82,"2,311","153,056"
733259014,46,"12,433",7,"4,674",5,"10,770",,,24,"14,623",32,"8,193",1,678,1,394,,,9,"212,850",34,"79,669",8,"3,924",138,"2,153","350,360"
733309223,,,,,1,23,,,,,,,3,413,7,"6,623",,,9,"107,070",10,"7,100",2,372,12,402,"122,003"
733312935,27,"2,041",10,"4,251",11,"12,025",1,630,80,"21,364",23,"1,893",1,59,29,"11,773",16,"1,393",6,"41,520",14,"19,693",32,"7,879",64,"2,603","127,125"
733322984,,,2,"2,750",2,420,,,4,"5,534",,,,,,,3,685,,,111,"170,488",7,"1,142",16,646,"181,664"
733340419,7,"5,231",13,"8,226",7,"4,249",,,23,"21,959",12,952,,,7,"3,932",5,"1,549",9,"44,587",21,"22,748",21,"13,143",59,"1,449","128,025"
733377157,2,115,5,"1,899",27,"40,535",4,237,3,"1,898",3,272,3,58,7,"3,338",,,3,"21,255",43,"57,745",18,"3,646",20,792,"131,790"
733430501,3,151,9,"8,391",,,,,,,4,293,3,"1,528",,,2,748,3,"50,830",18,"64,140",2,273,29,511,"126,865"
733466091,54,"4,625",9,"10,866",46,"17,976",37,"15,624",13,"2,861",34,"5,225",,,23,"11,736",2,156,10,"50,303",7,"8,843",2,568,68,"5,186","133,969"
733498281,15,"12,222",9,"9,680",2,174,1,53,23,"12,448",15,"17,079",2,265,,,3,"1,365",,,39,"70,706",9,"2,009",49,"3,598","129,599"
733499859,16,643,16,"6,558",5,"24,889",,,2,320,5,286,2,150,4,"5,935",1,187,3,"58,100",25,"34,288",3,998,29,"1,282","133,635"
733511191,92,"8,132",24,"12,060",20,"13,026",1,179,42,"16,256",43,"2,966",78,"40,654",10,"5,296",11,"1,033",6,"5,222",26,"59,460",31,"8,993",136,"3,564","176,840"
733569937,61,827,,,1,36,,,1,32,22,390,3,78,7,"1,475",2,33,28,"71,248",62,"75,598",27,"12,876",87,"1,746","164,338"
733611881,9,228,,,9,590,,,1,"1,318",5,100,,,5,"1,187",2,"1,283",12,"8,122",39,"150,372",5,885,22,315,"164,400"
733619165,,,2,"1,541",1,265,,,,,,,,,1,446,,,,,40,"241,900",1,78,,,"244,230"
733772571,18,675,1,179,17,"12,576",,,35,"11,848",5,343,18,"1,946",7,"1,052",12,979,3,"16,280",43,"193,565",8,997,74,"1,512","241,953"
733829267,7,404,5,"4,492",14,"16,776",,,6,698,2,12,1,49,9,"1,884",5,455,16,"33,446",45,"71,480",8,996,110,"3,606","134,297"
733841798,3,"2,280",,,,,,,2,"2,466",,,,,7,"6,959",,,4,"133,207",13,"38,490",1,315,,,"183,716"
733847388,3,477,8,"5,140",9,"37,452",1,430,14,"7,520",4,"2,459",1,387,8,"2,637",1,176,5,"34,700",24,"72,069",12,"1,942",55,"1,442","166,830"
733861931,47,"2,814",15,"2,968",19,"4,461",1,314,7,"1,590",35,"3,751",15,"3,496",43,"49,775",3,662,11,"27,701",48,"80,857",37,"16,406",131,"3,337","198,131"
733904285,1,123,,,,,,,88,"121,238",,,,,,,,,,,18,"25,097",1,366,8,315,"147,139"
733919584,11,251,1,490,1,48,1,33,1,19,6,252,6,"1,240",18,"8,809",,,8,"50,039",61,"80,066",27,"10,926",37,681,"152,853"
733951881,36,"1,892",28,"12,203",3,648,,,9,"4,075",18,960,12,"2,539",40,"31,613",2,75,12,"54,972",8,"13,238",10,"3,371",178,"3,724","129,310"
734030073,29,760,1,448,2,147,1,188,1,630,3,161,16,"1,787",9,"3,434",,,11,"85,199",18,"31,214",10,"1,409",44,973,"126,350"
734034621,2,324,10,"6,788",2,"1,083",,,18,"18,186",1,138,9,"3,696",18,"48,675",2,512,3,"8,038",47,"147,374",5,"2,269",7,546,"237,629"
734069603,42,"3,343",24,"8,445",39,"38,850",3,"1,527",32,"6,048",41,"2,193",4,358,36,"33,885",6,313,7,"19,443",22,"26,284",17,"3,219",69,"3,118","147,025"
734082446,27,"1,699",7,"5,065",11,"6,676",1,33,40,"12,660",9,"1,269",22,"5,573",24,"11,540",5,391,8,"17,769",48,"55,474",26,"6,209",77,"2,099","126,456"
734095421,17,577,,,1,102,,,1,50,20,860,11,"4,428",1,473,3,258,1,"87,844",37,"475,244",5,"2,071",98,"1,576","573,483"
734105141,16,709,6,"2,519",8,"3,929",1,169,7,"2,840",6,167,15,"1,927",1,570,6,679,1,"5,000",73,"333,841",22,"3,781",126,"4,135","360,265"
734117042,7,"1,193",,,2,90,,,5,"5,459",7,"3,310",16,"6,813",,,,,8,"87,647",8,"22,280",6,"3,344",34,"1,419","131,554"
