cust_id,°¡°ø½ÄÇ°,°¡°ø½ÄÇ°2,³²¼ºÆÐ¼Ç,³²¼ºÆÐ¼Ç2,¸®ºù,¸®ºù2,¸®ºùÄÁÅÙÃ÷,¸®ºùÄÁÅÙÃ÷2,½ºÆ÷Ã÷ÆÀ,½ºÆ÷Ã÷ÆÀ2,½Å¼±½ÄÇ°,½Å¼±½ÄÇ°2,¾Æµ¿/Å×³ÍÆ®,¾Æµ¿/Å×³ÍÆ®2,¿©¼ºÆÐ¼Ç,¿©¼ºÆÐ¼Ç2,¿µÆÐ¼Ç,¿µÆÐ¼Ç2,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ2,ÇØ¿Ü¸íÇ°ÆÀ,ÇØ¿Ü¸íÇ°ÆÀ2,"ÇØ¿ÜºäÆ¼,ACCÆÀ","ÇØ¿ÜºäÆ¼,ACCÆÀ2",F&B,F&B2,¸ÅÃâÇÕ°è
110267181,42,"3,211",23,"8,794",36,"52,048",1,23,35,"15,386",6,321,27,"3,351",26,"8,554",7,331,,,21,"26,343",29,"12,315",105,"2,941","133,616"
110270601,111,"8,362",16,"9,139",12,"2,101",,,20,"7,403",63,"10,061",21,"9,516",1,411,3,"1,290",4,"33,193",34,"173,075",27,"15,652",343,"10,278","280,481"
110283822,74,"5,251",5,"3,303",14,"7,543",1,198,30,"10,383",33,"2,119",52,"9,431",27,"29,442",6,"1,999",,,32,"68,340",22,"9,333",170,"4,161","151,502"
110287742,25,"1,789",8,"2,187",19,"76,752",1,53,6,896,10,285,12,"12,399",21,"10,079",24,"2,136",28,"26,064",6,"5,410",21,"4,923",108,"3,436","146,407"
110296113,62,"8,339",3,"1,568",18,"3,142",11,"2,453",12,"4,255",50,"6,124",,,45,"26,067",2,233,6,"17,427",89,"61,515",6,"1,087",180,"3,318","135,528"
110303355,5,"1,088",,,12,"5,149",,,10,"7,489",21,"5,552",36,"16,186",5,"1,977",1,41,3,"6,986",22,"39,497",5,"3,845",53,987,"88,797"
110312014,75,"2,686",2,770,56,"12,906",1,112,5,139,38,"1,247",2,150,112,"36,968",,,7,"39,180",33,"39,726",4,106,42,521,"134,510"
110322414,25,"2,226",4,"2,579",18,"22,865",,,19,"8,662",33,"22,754",74,"11,264",33,"29,828",6,753,1,"30,390",20,"34,613",20,"15,925",113,"3,602","185,460"
110349079,23,"67,641",3,635,12,"6,942",1,900,19,"9,620",14,"6,066",3,264,5,"2,659",5,"1,688",7,"130,890",21,"22,600",25,"7,605",33,587,"258,097"
110362429,24,566,17,"3,659",4,"2,257",,,1,35,42,"1,691",6,61,15,"1,225",5,300,7,"21,848",53,"124,875",8,"1,015",148,"2,825","160,355"
110369421,33,"2,463",3,"2,432",11,"12,712",3,271,10,"3,185",29,"3,503",6,"1,621",10,"4,874",,,12,"3,046",32,"75,356",34,"15,747",62,"1,854","127,064"
110374871,245,"18,986",23,"2,501",84,"51,757",,,43,"4,012",213,"10,532",41,"9,735",120,"15,294",28,"2,576",,,4,"2,671",37,"15,567",123,"2,643","136,273"
110384143,108,"7,388",11,"3,205",22,"11,834",2,62,6,527,38,"3,549",3,303,5,"1,981",9,"2,872",3,"13,750",73,"62,091",22,"5,985",159,"3,178","116,725"
110418817,25,"4,030",2,"1,110",17,"6,687",,,16,"11,813",5,"1,228",50,"7,876",46,"23,264",21,"2,147",5,"18,372",22,"27,711",39,"12,704",42,"1,648","118,589"
110429202,198,"23,979",4,793,28,"9,894",4,"1,088",84,"52,628",98,"11,278",14,"2,153",13,"6,424",22,"1,954",6,"5,216",38,"88,239",32,"4,741",294,"10,438","218,824"
110439054,6,"1,505",2,915,14,"59,128",1,"1,600",10,"7,690",7,"1,525",1,341,10,"25,908",1,427,1,112,22,"35,329",9,"2,093",13,956,"137,528"
110462243,20,"1,637",1,674,20,"12,443",,,16,"5,620",9,874,,,15,"8,967",7,"1,028",6,"52,290",28,"46,606",8,"1,523",66,"2,078","133,741"
110462767,55,"6,924",10,"3,084",11,"3,580",,,13,"4,400",42,"4,247",10,"1,695",22,"7,917",5,626,1,"35,200",26,"66,361",39,"11,100",137,"5,030","150,165"
110477098,98,"14,410",2,815,27,"8,883",2,123,17,"4,100",56,"10,691",109,"16,054",20,"7,120",4,669,6,"132,785",58,"47,910",56,"14,942",92,"2,223","260,724"
110488921,55,"7,104",19,"11,331",36,"7,133",2,349,61,"38,690",45,"6,081",24,"3,572",55,"60,407",3,157,,,8,"13,306",10,"3,651",129,"2,258","154,038"
110517819,44,"2,368",1,"1,348",26,"15,873",3,523,40,"12,511",26,"1,677",34,"6,677",65,"44,416",4,277,8,"9,050",107,"61,009",33,"4,262",62,"2,906","162,895"
110551839,6,854,7,"2,121",9,"8,058",,,57,"36,409",19,"1,735",46,"18,994",16,"9,187",1,88,1,35,19,"28,385",44,"128,999",48,"5,759","240,625"
110595839,274,"36,417",14,"1,487",10,"4,108",6,388,9,"3,097",77,"6,939",90,"13,769",14,780,3,146,4,"1,360",103,"40,076",38,"6,495",487,"9,788","124,848"
110612314,164,"5,700",40,"14,985",32,"4,064",10,517,59,"8,131",166,"6,101",164,"16,896",150,"26,580",25,"2,922",1,150,81,"37,834",125,"18,324",68,"1,966","144,168"
110627341,79,"5,062",6,709,25,"3,279",3,257,42,"19,720",14,747,9,"2,610",2,179,1,70,4,"30,200",57,"82,410",37,"4,319",40,"1,318","150,880"
110637192,21,"1,349",,,26,"20,977",2,481,25,"7,318",11,"2,279",2,131,8,"3,672",5,"1,820",6,"22,450",43,"120,452",32,"12,572",75,"2,229","195,732"
110637651,38,"4,459",,,22,"8,914",1,600,62,"32,779",16,"1,329",,,7,"5,705",,,,,23,"28,486",53,"41,834",57,"2,503","126,609"
110640261,50,"21,191",10,"2,535",10,"22,629",,,10,"6,636",235,"12,257",19,"14,186",7,"2,970",,,4,"12,922",12,"18,036",13,"3,755",42,"1,560","118,677"
110652749,100,"5,195",2,655,75,"105,638",,,2,190,75,"3,415",5,"1,623",27,"39,943",,,29,"36,315",49,"142,123",38,"9,650",209,"6,487","351,233"
110662196,2,86,6,"6,016",27,"4,095",,,30,"5,925",,,9,"1,433",53,"13,998",28,"68,484",,,38,"42,531",21,"5,053",8,98,"147,718"
110675624,80,"6,859",26,"11,179",12,"4,010",6,781,6,"2,851",50,"3,794",13,"3,546",29,"20,893",2,820,4,"7,437",37,"94,738",42,"7,577",228,"5,080","169,565"
110685723,74,"43,357",10,"5,862",16,"10,515",,,14,"7,113",56,"4,607",,,6,"2,589",3,"1,222",1,"1,480",46,"139,998",11,"3,061",93,"3,005","222,808"
110699454,29,"10,254",3,120,23,"12,162",3,178,3,"1,114",34,"6,521",3,91,3,"1,637",,,12,"11,200",57,"78,101",9,"1,518",16,"1,028","123,923"
110735191,44,"6,394",4,"1,105",40,"19,537",3,"2,353",26,"6,160",16,"1,128",11,680,45,"8,643",39,"2,605",12,"11,573",31,"57,602",29,"4,916",120,"5,370","128,066"
110749061,54,"12,504",7,"5,043",7,"7,678",,,3,457,49,"4,739",3,638,14,"3,486",,,,,46,"127,921",33,"15,577",99,"1,591","179,633"
110757369,14,917,18,"4,429",47,"23,370",,,20,"11,306",10,"1,423",10,"2,585",184,"33,920",31,"5,128",48,"34,217",29,"10,595",79,"35,518",38,"1,298","164,704"
110781173,5,323,8,"3,745",14,"3,328",,,36,"14,262",4,909,3,328,11,"41,445",5,573,23,"73,760",14,"29,690",6,"2,326",46,"1,251","171,940"
110782481,29,"8,497",11,"7,440",29,"25,470",,,19,"22,827",19,"3,767",5,"2,226",4,"4,808",1,239,12,"208,790",46,"301,482",8,"2,594",75,"2,063","590,203"
110799896,34,"1,450",2,743,39,"20,521",3,378,83,"28,409",54,"2,923",5,"3,766",25,"6,691",2,"1,730",10,"81,010",64,"78,554",51,"10,926",81,"2,036","239,139"
110816945,97,"9,448",9,"6,354",20,"6,226",,,1,129,109,"11,414",14,"1,454",18,"1,361",16,"3,209",7,"143,338",71,"99,657",42,"13,590",366,"9,880","306,060"
110821543,78,"9,913",5,508,13,"17,447",2,910,30,"12,266",29,"2,112",7,65,15,"9,583",2,791,6,"45,885",89,"88,527",19,"5,651",107,"2,421","196,080"
110850891,43,"12,091",8,"17,007",17,"62,220",1,152,4,"1,656",97,"30,744",12,"12,481",10,"14,422",,,,,68,"307,587",126,"80,093",22,844,"539,298"
110856464,33,"5,810",2,"1,539",8,"7,076",,,9,"5,370",9,365,1,207,18,"30,407",1,863,3,"49,188",34,"65,322",19,"33,688",41,"1,015","200,849"
110872664,94,"8,217",7,"3,433",5,813,,,27,"12,921",46,"2,091",10,919,1,940,3,131,7,"61,025",37,"27,636",42,"7,166",84,"3,389","128,680"
110896269,28,"4,681",,,1,114,,,1,109,15,"2,347",,,1,278,,,,,42,"89,336",17,"15,417",69,"1,624","113,905"
110904991,13,617,5,"6,509",19,"28,682",1,158,6,"4,484",6,184,,,15,"6,793",5,816,7,"62,329",17,"24,580",18,"1,829",47,"1,580","138,560"
110910879,19,"1,108",7,"2,928",17,"3,559",,,23,"3,965",74,"2,628",2,58,15,"3,898",45,"3,544",19,"253,114",20,"7,291",8,"1,932",11,359,"284,384"
110917119,115,"14,866",9,"6,100",34,"15,418",,,13,"1,627",63,"7,215",47,"44,359",15,"3,525",7,319,7,"70,240",8,"13,646",33,"9,026",64,"1,209","187,550"
110918126,99,"25,917",18,181,44,"73,524",5,288,30,"8,898",76,"42,250",2,33,10,"4,315",1,22,10,"17,049",60,"156,550",64,"24,565",193,"4,455","358,045"
110939632,106,"3,492",10,899,27,"4,829",3,"1,871",37,"2,453",48,866,57,"4,696",34,"9,810",21,"1,064",6,"18,180",150,"81,619",18,"1,166",286,"4,655","135,599"
110946151,152,"13,795",1,18,53,"24,298",5,617,11,"4,314",72,"6,105",1,81,20,"7,217",25,"4,800",16,"36,891",22,"17,124",60,"8,769",347,"10,662","134,689"
110954931,20,"1,743",12,"8,917",16,"2,774",,,6,"1,166",34,"2,246",,,4,"1,475",1,"1,980",10,"74,693",2,"15,320",20,"7,212",114,"4,082","121,606"
110956198,25,"2,367",4,"1,110",9,"5,919",,,28,"12,529",20,"1,851",4,128,17,"6,955",18,"2,561",1,42,72,"105,274",17,"2,314",62,"1,339","142,389"
110969761,40,"3,571",9,"2,297",8,"7,132",,,10,"3,720",39,"4,757",36,"8,215",27,"75,864",3,410,,,9,"13,092",19,"6,253",53,"1,106","126,415"
110986965,13,976,2,373,15,"6,282",,,3,"2,240",16,"1,875",35,"40,871",5,"56,820",2,253,2,"1,106",1,"1,120",34,"30,214",53,"3,032","145,162"
110995611,52,"12,532",12,"8,856",15,"3,483",,,22,"5,202",30,"15,735",43,"15,236",84,"96,970",30,"8,655",9,"11,143",6,"6,550",67,"21,198",221,"6,912","212,472"
111030328,64,"11,275",3,"2,849",26,"19,131",6,"5,113",43,"18,974",86,"13,246",4,359,33,"7,996",4,294,18,"276,454",65,"302,826",31,"17,150",149,"4,558","680,225"
111041001,28,"8,747",34,"18,936",8,"4,026",,,16,"7,561",33,"12,964",18,"3,010",39,"35,978",,,,,46,"41,677",19,"5,906",49,"1,773","140,577"
111073364,6,715,1,255,25,"94,651",,,3,"1,059",3,249,,,4,"3,560",,,1,"10,040",,,4,"2,961",18,300,"113,790"
111102593,89,"3,865",6,"1,427",18,"13,174",,,31,"2,657",42,"3,257",6,488,52,"28,448",23,"1,620",8,"26,018",31,"31,337",40,"10,192",100,"1,924","124,406"
111141352,65,"9,022",8,"7,362",31,"30,016",2,296,32,"10,292",53,"5,496",51,"8,175",15,"11,521",6,264,,,16,"23,125",43,"12,722",162,"6,091","124,383"
111144986,5,375,12,"16,940",3,891,,,24,"24,620",8,"11,761",23,"5,275",6,"15,810",,,,,42,"47,055",12,"2,022",63,"3,342","128,092"
111151661,9,670,2,0,13,"3,487",,,5,"1,665",5,471,10,"1,485",14,"6,710",5,903,10,"202,311",23,"25,531",11,"3,402",21,916,"247,550"
111155581,36,"3,454",12,"7,729",31,"11,541",,,30,"10,608",52,"3,920",33,"13,571",24,"15,324",15,"1,018",3,"12,330",16,"34,103",20,"5,024",150,"5,463","124,085"
111156391,57,"5,771",9,"2,185",4,394,,,12,"6,358",28,"2,909",,,5,"4,608",1,295,12,"135,260",4,"1,911",11,"4,258",106,"4,389","168,337"
111186541,71,"6,924",2,859,31,"7,135",1,405,24,"17,397",131,"39,851",10,"15,933",26,"33,881",7,"1,071",9,"39,870",28,"94,972",51,"13,526",344,"7,438","279,262"
111261899,38,"5,042",6,"3,455",9,"4,443",1,775,28,"19,279",25,"8,000",11,"2,613",17,"15,743",,,2,"45,627",31,"70,172",15,"6,257",104,"3,905","185,311"
111270471,33,"7,668",6,"2,402",19,"16,471",,,23,"11,814",67,"14,066",2,89,14,"6,231",,,1,185,39,"44,631",20,"25,961",67,"3,602","133,120"
111284971,35,"8,752",11,"3,601",35,"33,000",5,726,72,"75,068",17,"1,018",17,"3,694",5,"1,580",3,"1,166",2,"11,680",13,"12,298",63,"52,776",88,"2,608","207,966"
111311948,7,"1,478",,,6,"22,868",,,44,"14,393",5,651,7,"8,618",8,"3,327",,,4,"80,790",81,"85,232",28,"21,467",11,591,"239,415"
111332928,172,"24,633",15,"7,931",16,"1,927",2,116,27,"19,817",102,"11,472",7,480,24,"23,947",10,899,4,"1,488",18,"23,337",43,"14,185",204,"6,463","136,696"
111333803,47,"16,490",21,"7,974",12,"1,308",3,185,76,"45,320",25,"10,774",6,"3,362",20,"12,630",,,2,"1,296",38,"43,382",39,"4,412",95,"3,736","150,870"
111352552,86,"8,199",24,"17,695",325,"101,118",98,"10,961",39,"2,979",49,"2,956",35,"23,019",285,"169,471",108,"14,229",65,"19,480",140,"114,174",364,"65,505",72,"3,020","552,806"
111366951,241,"12,480",13,"3,101",68,"8,670",,,87,"15,234",229,"11,716",163,"13,397",360,"46,842",30,"4,818",4,244,61,"24,362",57,"15,876",230,"6,269","163,008"
111381097,106,"9,051",26,"5,024",41,"9,535",8,678,27,"14,918",49,"3,845",160,"19,655",110,"28,505",15,"2,557",13,"6,929",101,"83,448",58,"13,255",309,"7,159","204,557"
111381595,68,"12,863",,,42,"11,721",1,116,39,"26,948",79,"11,162",12,"4,591",8,"4,538",,,17,"104,024",76,"229,455",16,"3,764",154,"3,803","412,984"
111388935,63,"6,983",6,"5,080",10,"20,939",,,23,"39,948",48,"37,637",1,42,10,"10,010",1,357,,,16,"20,110",12,"7,893",91,"2,725","151,725"
111428337,4,710,8,"3,141",2,120,,,7,"4,041",23,"1,066",,,,,1,341,1,22,45,"115,763",11,"5,118",23,495,"130,817"
111461601,123,"13,402",5,"2,477",31,"22,111",3,218,31,"13,547",101,"7,238",89,"8,648",10,"3,295",1,68,5,"9,570",42,"46,950",74,"9,498",174,"5,847","142,868"
111496681,64,"6,499",6,"1,073",68,"88,012",9,"1,935",72,"36,479",44,"3,129",9,786,5,"1,551",3,118,,,35,"54,184",27,"7,212",89,"1,342","202,320"
111506108,3,871,5,"1,143",57,"32,181",2,515,14,"14,206",7,797,4,474,123,"117,617",16,"8,657",31,"19,506",56,"71,337",64,"18,758",36,"2,437","288,499"
111531913,126,"15,074",9,"4,308",29,"12,104",3,163,72,"17,963",76,"17,098",41,"8,004",8,"1,081",5,173,4,"24,569",10,"20,110",19,"6,583",107,"3,543","130,773"
111540773,26,"4,794",9,"12,626",6,"3,063",1,176,8,"5,892",27,"3,026",1,92,9,"5,579",1,747,1,"1,000",15,"88,503",13,"16,178",52,"2,432","144,107"
111581021,48,"3,596",8,622,39,"15,329",5,"1,417",37,"10,532",36,"1,516",1,284,28,"11,008",2,486,7,"48,790",46,"52,080",15,"6,005",86,"2,977","154,642"
111588167,32,"3,613",22,"8,841",54,"32,301",1,216,55,"19,564",32,"2,110",41,"8,586",70,"28,629",41,"4,546",1,"6,450",10,"10,150",27,"4,493",165,"6,895","136,394"
111594111,113,"2,245",,,52,"7,879",,,17,"4,478",44,205,33,"3,222",15,"9,900",2,272,10,"5,079",27,"73,760",29,"11,932",200,"2,459","121,430"
111597807,10,318,1,58,5,"2,303",,,5,"1,160",45,713,,,4,"7,584",3,19,12,"10,641",76,"98,679",25,"10,163",129,"4,431","136,069"
111600254,69,"4,911",9,"4,053",24,"11,007",2,250,22,"14,010",25,"2,178",46,"7,933",20,"25,167",14,"1,979",7,"15,782",40,"39,233",37,"5,270",140,"4,626","136,397"
111606841,11,"9,138",1,"1,156",11,"1,631",,,5,"2,708",4,569,5,"9,545",31,"24,636",4,"1,137",10,"25,923",43,"48,780",22,"9,773",38,"2,433","137,428"
111658308,61,"4,819",7,"4,968",39,"5,845",2,317,27,"6,202",42,"2,480",8,672,31,"6,921",1,13,1,"14,500",67,"85,293",74,"19,702",40,"1,340","153,071"
111667341,41,"3,329",6,"1,619",25,"21,849",,,6,"1,074",17,"1,309",54,"12,319",13,"2,046",2,247,4,"27,158",38,"68,106",27,"7,862",51,"1,703","148,621"
111700041,100,"13,280",3,"3,083",36,"14,660",3,180,11,"5,296",19,"1,571",12,"1,955",20,"9,631",4,691,4,"3,613",69,"290,539",37,"14,831",157,"3,720","363,050"
111709775,66,"2,362",2,"1,479",47,"15,731",1,79,55,"37,396",46,"2,261",18,"4,578",21,"19,806",1,322,,,11,"13,770",71,"23,377",115,"4,752","125,913"
111718191,4,64,3,"1,220",19,"54,013",3,464,57,"8,713",4,139,15,599,6,"2,635",17,"2,646",8,"31,140",60,"44,504",2,180,90,"2,393","148,711"
111729657,90,"3,956",16,789,35,"2,243",,,18,814,103,"4,058",2,9,8,301,25,337,4,"160,610",,,19,"2,735",272,"6,243","182,094"
111761351,42,"3,952",15,"6,333",50,"24,663",10,"3,659",8,"1,299",75,"7,069",3,"2,875",66,"27,147",3,254,3,"31,359",19,"17,701",61,"10,647",108,"3,755","140,714"
111765453,26,"4,037",,,3,407,,,2,"1,085",20,"2,463",2,143,,,,,6,"90,270",13,"24,930",25,"10,135",7,182,"133,652"
111765741,21,"1,543",,,1,60,,,2,703,4,445,,,10,"3,320",,,,,84,"117,520",5,477,39,697,"124,766"
111765899,4,176,1,"3,390",5,796,,,1,322,1,4,30,"2,541",4,108,7,"1,113",,,23,"115,473",5,266,26,610,"124,799"
111769072,40,"1,053",7,"5,394",33,"37,465",5,239,17,"10,910",39,640,46,"9,229",7,"11,035",8,661,1,267,20,"42,275",25,"10,339",140,"3,443","132,950"
111816589,183,"13,979",20,"4,580",51,"4,384",1,54,63,"12,623",166,"14,402",18,"5,767",42,"13,709",29,"6,911",14,"43,362",44,"31,610",44,"3,893",339,"5,032","160,305"
111834825,7,"1,550",11,"12,458",4,784,,,68,"35,278",1,7,4,"2,140",25,"17,277",5,250,,,42,"52,022",24,"5,006",241,"7,998","134,769"
111838024,146,"17,790",29,"7,559",29,"85,697",5,21,19,"7,067",35,"7,630",5,372,7,682,21,"1,886",6,"3,011",19,"5,673",20,"12,809",323,"4,276","154,472"
111866755,39,"6,724",1,522,5,"2,400",,,32,"45,936",44,"9,194",28,"8,866",4,"3,537",,,2,"5,340",68,"155,251",12,"7,874",83,"2,092","247,737"
111867327,18,"2,320",8,"4,854",7,"2,099",2,145,20,"17,335",21,"2,094",1,18,21,"9,396",2,436,,,91,"142,567",18,"6,247",41,"1,021","188,530"
111869761,1,54,1,268,,,,,,,,,,,,,,,8,"102,854",17,"20,494",8,"15,559",4,226,"139,454"
111873588,48,"4,312",7,951,72,"33,467",29,"9,096",3,233,53,"4,876",47,"9,629",59,"28,171",6,447,30,"52,923",145,"188,072",52,"23,643",195,"3,896","359,716"
111879479,29,"3,476",5,"2,789",18,"117,244",,,14,"3,065",28,"2,485",55,"14,231",26,"12,800",5,360,1,176,11,"15,356",30,"20,331",89,"2,984","195,298"
111910939,28,"6,600",7,"5,771",7,"1,231",1,23,14,"6,251",27,"7,462",23,"2,071",1,24,,,1,122,102,"132,248",32,"7,050",8,191,"169,043"
111947558,50,"2,709",3,999,10,"6,298",4,178,11,"6,542",28,"1,703",21,"4,498",22,"7,113",4,204,4,"32,619",30,"70,185",16,"8,457",79,"1,727","143,232"
111970578,51,"6,815",15,"34,698",142,"215,768",,,21,"4,972",68,"43,961",29,"22,922",80,"28,270",8,"1,124",9,"8,809",11,"14,656",51,"8,514",48,"1,808","392,316"
111972417,44,"4,338",20,"19,870",17,"27,030",,,6,"3,202",82,"3,747",4,"20,825",11,"27,222",30,"28,059",,,1,700,23,"12,156",11,"1,036","148,184"
111978505,63,"17,257",7,"4,333",13,"1,197",2,64,28,"11,575",43,"15,520",4,"2,107",44,"28,766",,,16,"41,936",5,"11,972",51,"5,578",47,"1,267","141,570"
111995346,20,"2,645",15,"5,095",27,"24,334",4,807,43,"36,709",11,524,3,169,23,"20,604",7,"2,407",4,"89,776",19,"38,333",7,843,67,"1,840","224,086"
112001364,14,"1,118",2,35,4,"2,618",2,254,17,"8,592",9,"1,385",18,"4,368",17,"30,036",,,1,60,73,"163,430",92,"44,294",25,663,"256,853"
112010731,51,"2,414",,,1,31,1,70,4,424,51,"2,744",7,160,38,"5,060",20,"3,095",27,"67,976",33,"5,375",26,"5,135",150,"4,552","97,036"
112016923,63,"6,010",4,639,41,"38,052",4,354,4,"1,085",61,"5,272",7,"1,250",11,"1,771",1,138,8,"43,620",65,"68,022",48,"8,512",162,"6,476","181,201"
112039339,62,"4,764",13,"4,333",59,"11,257",7,376,88,"21,249",31,"1,677",,,130,"29,361",9,695,1,30,111,"66,711",79,"24,649",121,"4,255","169,357"
112078217,42,"6,539",57,"34,669",8,"4,654",1,574,3,462,38,"27,287",,,36,"37,539",,,21,"9,031",8,"10,209",36,"23,921",124,"5,874","160,759"
112118656,6,587,1,239,2,"1,004",,,11,"17,968",3,115,6,"1,291",31,"44,910",3,242,1,145,29,"72,798",1,152,7,223,"139,674"
112123373,295,"22,068",2,0,70,"24,826",7,"1,142",2,458,90,"12,940",12,537,11,"5,178",36,"29,983",5,"7,117",63,"61,601",6,"1,151",660,"9,712","176,714"
112166836,84,"96,787",9,700,6,457,,,8,"2,265",80,"2,008",2,560,3,795,,,4,"29,245",16,"-13,770",15,"3,284",169,"3,857","126,330"
112178501,18,"1,507",3,421,11,882,,,14,"4,362",21,"22,177",6,"5,579",15,"5,810",6,702,,,41,"167,455",21,"2,903",80,"2,055","213,854"
112215408,33,"2,530",8,"1,078",3,808,,,40,"8,062",60,"65,313",85,"5,142",45,"19,343",23,"9,513",,,24,"11,615",37,"12,684",82,"3,632","139,721"
112255256,73,"22,378",2,914,24,"3,440",,,12,"3,021",22,"2,235",8,"1,709",13,"6,120",8,737,2,"1,024",58,"164,463",39,"11,523",46,"1,853","219,415"
112273258,25,"2,329",1,179,3,"5,090",,,,,9,878,,,30,"11,734",1,323,37,"114,654",85,"77,092",16,"9,929",29,738,"222,945"
112277648,229,"24,618",1,36,33,"1,570",11,600,,,40,"4,231",21,"4,544",16,"6,102",4,936,6,"44,527",35,"30,219",41,"4,597",423,"7,475","129,456"
112279571,32,"1,891",4,"1,488",21,"34,252",1,137,21,"4,914",107,"8,094",12,"4,762",44,"53,181",12,647,,,15,"16,575",13,"3,081",110,"3,285","132,308"
112281151,57,"2,122",2,398,44,"45,666",,,4,392,19,810,6,693,16,"6,378",7,593,4,"59,670",7,"2,426",19,"1,783",135,"2,730","123,662"
112302251,62,"4,725",20,"7,098",40,"11,142",11,"2,879",6,"1,073",28,"2,193",20,"2,264",22,"8,141",18,"6,463",11,"37,910",61,"72,507",30,"7,353",102,"2,986","166,734"
112344328,81,"5,349",2,"2,223",32,"14,900",1,46,2,896,30,"2,329",2,264,84,"43,109",19,"4,033",10,"15,110",50,"43,225",37,"9,686",127,"3,991","145,159"
112375991,26,"4,677",3,278,14,"4,649",,,21,"6,445",29,"1,992",47,"4,843",11,"2,679",6,781,13,"79,400",9,"10,921",24,"4,454",65,"2,359","123,477"
112382321,54,"3,330",19,"8,992",34,"60,922",6,0,22,"9,233",18,804,20,"2,000",7,656,16,"1,815",10,"19,910",21,"21,291",34,"8,145",111,"2,755","139,852"
112402308,58,"3,748",6,"4,187",29,"25,804",1,128,24,"8,805",19,"1,359",29,"4,041",9,"6,927",5,"1,158",4,"40,000",14,"29,435",16,"3,851",147,"5,139","134,581"
112436538,30,"5,577",9,"1,316",24,"7,776",1,104,38,"9,025",16,919,2,187,38,"18,703",7,"1,305",9,"4,179",164,"98,198",48,"8,337",57,"1,752","157,378"
112437911,57,"6,320",1,289,14,"1,603",,,,,43,"4,261",2,119,11,"5,835",6,840,4,"105,983",9,"10,602",29,"3,791",168,"2,905","142,548"
112442901,17,708,,,17,29,,,,,8,573,,,37,"81,816",,,2,"2,105",17,"41,969",2,688,16,356,"128,244"
112454201,99,"30,574",4,"1,459",38,"9,348",3,177,6,"1,059",46,"12,207",,,28,"21,376",9,"1,546",,,15,"31,405",95,"23,355",172,"4,806","137,312"
112457681,13,"1,606",6,"1,985",14,"4,638",,,1,303,11,442,3,239,10,"5,247",3,"1,050",1,"74,011",36,"117,896",19,"4,774",45,"1,321","213,512"
112462053,134,"56,469",,,12,"3,911",1,60,1,56,94,"35,526",5,"2,189",12,"9,595",1,3,,,98,"286,045",16,"7,371",199,"12,266","413,489"
112481203,22,"1,131",6,"1,597",54,"31,105",1,47,8,"2,484",18,"2,671",9,851,20,"34,450",9,"1,049",7,"18,042",64,"74,409",29,"3,947",66,"2,558","174,340"
112498072,43,"12,495",6,"5,499",12,"15,389",,,7,"1,845",32,"18,354",21,"47,056",3,403,,,1,"11,820",27,"78,222",24,"60,969",125,"5,444","257,496"
112502947,48,"14,616",1,28,35,"23,301",2,"1,234",10,"1,819",19,"6,598",5,"2,500",6,"2,529",,,7,"43,580",45,"91,316",37,"16,279",99,"3,312","207,112"
112513408,6,875,3,"1,522",11,"9,201",,,5,810,23,"3,846",3,356,2,623,2,458,9,"120,593",1,"1,320",16,"4,583",41,"1,361","145,548"
112521787,168,"19,434",,,46,"23,984",2,471,76,"8,793",116,"7,101",1,66,31,647,33,"2,522",28,"26,635",28,"18,955",32,"16,364",140,"4,328","129,300"
112542284,83,"3,764",6,"1,539",5,915,,,1,119,49,"2,375",2,625,35,"20,120",31,"6,709",12,"39,160",31,"40,425",30,"4,372",203,"3,322","123,444"
112547666,18,"1,223",3,312,8,333,,,3,"1,333",10,552,,,17,"36,405",16,"15,986",1,"1,740",23,"81,663",14,"2,874",45,451,"142,871"
112578758,5,"1,316",11,"5,284",9,"31,613",,,19,"14,247",1,216,1,89,1,"1,690",,,3,"82,690",18,"45,114",6,"1,084",12,369,"183,711"
112596684,23,"4,126",1,158,11,"14,752",4,"2,374",21,"36,032",11,"1,342",24,"18,170",10,"4,931",7,831,,,13,"53,294",13,"3,886",47,"1,645","141,541"
112631631,,,,,1,69,,,1,128,3,143,,,2,"5,450",,,3,"117,050",1,"1,123",2,0,10,321,"124,284"
112648682,123,"5,674",11,886,2,361,,,6,"1,655",70,"7,050",8,"3,155",37,"120,651",3,97,,,4,"2,117",31,"5,736",265,"4,443","151,824"
112658227,94,"14,111",43,"26,730",8,"2,677",3,"2,588",13,"7,185",41,"6,918",2,81,9,"4,225",1,129,6,"49,697",57,"90,653",25,"13,324",77,"2,305","220,622"
112679129,103,"7,000",10,"2,504",43,"10,166",2,182,14,"3,098",92,"10,838",55,"18,101",24,"15,325",11,456,2,"2,470",47,"50,128",48,"18,096",278,"9,933","148,296"
112714972,57,"2,094",52,"5,885",15,"1,983",,,117,"12,576",72,"3,341",2,208,74,"7,389",17,"1,161",4,"40,720",16,"40,275",55,"6,607",182,"3,663","125,902"
